Age,Income,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription,Location_Rural,Location_Suburban,Location_Urban,Interests_Fashion,Interests_Food,Interests_Sports,Interests_Technology,Interests_Travel,Product_Category_Preference_Apparel,Product_Category_Preference_Books,Product_Category_Preference_Electronics,Product_Category_Preference_Health & Beauty,Product_Category_Preference_Home & Kitchen,Gender_Female,Gender_Male
1.1128817500082018,-1.1585861704716305,-1.2907394820817955,0.8352305714881695,-1.568734331982615,-0.004898349295857163,1.6331990863251686,0.9703023552813766,0.9860966422066365,-0.6655835357049052,1.365770666288445,-0.7241479433806597,-0.5140257806380495,-0.4937419311010188,1.922195536554794,-0.47801802110509223,-0.4937419311010188,-0.5279889946927152,2.0125866566448884,-0.5140257806380495,-0.47801802110509223,-0.4827479908689828,-0.9492843011504225,0.9492843011504225
0.37165239739850314,0.6073395165145409,-0.07145034351973668,0.8352305714881695,0.2545485187973975,-1.5722011425369429,0.7671431934929552,1.1130253611328698,-1.0140993866100705,1.5024410105651447,-0.7321873464434212,-0.7241479433806597,-0.5140257806380495,-0.4937419311010188,-0.5202384361958973,2.091971339674974,-0.4937419311010188,-0.5279889946927152,-0.4968730149821545,1.9454277152377857,-0.47801802110509223,-0.4827479908689828,1.0534251949475153,-1.0534251949475153
-0.666068696255075,0.552607039840145,1.5136255366109397,-1.2801697784185495,0.765067717015801,0.854090602974639,0.04922844022414678,-1.6700732529712476,0.9860966422066365,-0.6655835357049052,1.365770666288445,-0.7241479433806597,-0.5140257806380495,-0.4937419311010188,1.922195536554794,-0.47801802110509223,-0.4937419311010188,1.8939788708701986,-0.4968730149821545,-0.5140257806380495,-0.47801802110509223,-0.4827479908689828,1.0534251949475153,-1.0534251949475153
1.4093734910520812,-0.2595436536698487,0.29433639804888095,-0.5750363284496431,1.0750258016484031,1.2842891684150268,1.3084281265130886,0.3280488289496572,-1.0140993866100705,-0.6655835357049052,1.365770666288445,-0.7241479433806597,1.9454277152377857,-0.4937419311010188,-0.5202384361958973,-0.47801802110509223,-0.4937419311010188,1.8939788708701986,-0.4968730149821545,-0.5140257806380495,-0.47801802110509223,-0.4827479908689828,1.0534251949475153,-1.0534251949475153
-1.184929243081864,-0.8456149437738129,-1.656526223650413,0.13009712151926314,0.6739035744768004,1.3723003315574958,-1.392298802450524,-1.0278197266395281,0.9860966422066365,-0.6655835357049052,1.365770666288445,-0.7241479433806597,-0.5140257806380495,-0.4937419311010188,-0.5202384361958973,-0.47801802110509223,2.025349554108261,-0.5279889946927152,-0.4968730149821545,-0.5140257806380495,2.091971339674974,-0.4827479908689828,-0.9492843011504225,0.9492843011504225
-0.2213310846892558,-1.482884127909795,0.7820520534737044,1.1877972964726227,-1.441104532428014,0.08170463523633222,1.2685439735537103,0.2566873260239106,-1.0140993866100705,-0.6655835357049052,1.365770666288445,-0.7241479433806597,-0.5140257806380495,-0.4937419311010188,-0.5202384361958973,-0.47801802110509223,2.025349554108261,-0.5279889946927152,2.0125866566448884,-0.5140257806380495,-0.47801802110509223,-0.4827479908689828,-0.9492843011504225,0.9492843011504225
1.1128817500082018,1.1581185344771872,-0.5591659989445602,0.8352305714881695,0.8744646880626017,-1.0138583235611203,0.18597410751344362,0.4707718348011504,0.9860966422066365,-0.6655835357049052,-0.7321873464434212,1.380933287377072,1.9454277152377857,-0.4937419311010188,-0.5202384361958973,-0.47801802110509223,-0.4937419311010188,-0.5279889946927152,-0.4968730149821545,-0.5140257806380495,-0.47801802110509223,2.0714741830409786,-0.9492843011504225,0.9492843011504225
-0.36957695521119555,-1.3872897337182133,1.269767708898528,0.8352305714881695,0.07222023371939626,-0.2830136248260588,1.4850579467617637,-0.3855662003078088,0.9860966422066365,-0.6655835357049052,-0.7321873464434212,1.380933287377072,-0.5140257806380495,-0.4937419311010188,-0.5202384361958973,2.091971339674974,-0.4937419311010188,1.8939788708701986,-0.4968730149821545,-0.5140257806380495,-0.47801802110509223,-0.4827479908689828,-0.9492843011504225,0.9492843011504225
-0.07308521416731607,-0.13007617582214612,1.1478387950423221,0.4826638465037163,0.473342460890999,1.0786950913142197,0.15748542682817346,-1.5273502471197544,0.9860966422066365,1.5024410105651447,-0.7321873464434212,-0.7241479433806597,-0.5140257806380495,-0.4937419311010188,-0.5202384361958973,-0.47801802110509223,2.025349554108261,-0.5279889946927152,2.0125866566448884,-0.5140257806380495,-0.47801802110509223,-0.4827479908689828,-0.9492843011504225,0.9492843011504225
-0.9625604372989545,1.0790991907070588,-0.31530817123214844,1.1877972964726227,-0.7847227061472096,1.722232716211952,-1.0447368980902279,0.8275793494298834,-1.0140993866100705,-0.6655835357049052,-0.7321873464434212,1.380933287377072,-0.5140257806380495,2.025349554108261,-0.5202384361958973,-0.47801802110509223,-0.4937419311010188,-0.5279889946927152,-0.4968730149821545,1.9454277152377857,-0.47801802110509223,-0.4827479908689828,-0.9492843011504225,0.9492843011504225
